735980.5000,   0.40,   2.60
735980.5417,   1.20,   2.60
735980.5833,   2.00,   2.50
735980.6250,   3.50,   2.50
735980.6667,   4.90,   2.60
735980.7083,   5.80,   2.70
735980.7500,   5.70,   2.90
735980.7917,   5.40,   3.10
735980.8333,   5.60,   3.20
735980.8750,   5.10,   3.30
735980.9167,   4.00,   3.40
735980.9583,   3.30,   3.40
735981.0000,   2.90,   3.40
735981.0417,   2.40,   3.20
735981.0833,  -0.50,   3.30
735981.1250,  -2.00,   3.30
735981.1667,  -2.30,   3.40
735981.2083,  -3.20,   3.40
735981.2500,  -3.80,   3.30
735981.2917,  -4.50,   2.50
735981.3333,  -5.20,   2.90
735981.3750,  -5.60,   3.10
735981.4167,  -6.10,   3.00
735981.4583,  -6.60,   2.90
735981.5000,  -7.30,   2.70
735981.5417,  -7.20,   2.90
735981.5833,  -5.90,   2.80
735981.6250,  -4.70,   2.60
735981.6667,  -4.10,   2.60
735981.7083,  -4.40,   2.60
735981.7500,  -4.20,   2.70
735981.7917,  -4.00,   2.90
735981.8333,  -3.50,   2.90
735981.8750,  -2.60,   3.00
735981.9167,  -2.00,   3.00
735981.9583,  -1.20,   3.00
735982.0000,  -0.10,   2.70
735982.0417,   0.90,   2.60
735982.0833,   1.70,   2.40
735982.1250,   2.70,   2.60
735982.1667,   3.10,   2.70
735982.2083,   3.70,   2.60
735982.2500,   3.70,   2.50
735982.2917,   4.50,   2.50
735982.3333,   4.50,   2.30
735982.3750,   5.50,   2.30
735982.4167,   6.30,   2.30
735982.4583,   6.20,   2.30
735982.5000,   6.60,   2.40
735982.5417,   6.60,   2.40
735982.5833,   6.90,   2.50
735982.6250,   7.60,   2.60
735982.6667,   8.00,   2.60
735982.7083,   8.60,   2.60
735982.7500,   7.60,   2.80
735982.7917,   7.50,   2.70
735982.8333,   8.60,   2.80
735982.8750,   7.60,   2.90
735982.9167,   6.20,   3.00
735982.9583,   5.40,   2.90
735983.0000,   5.90,   2.70
735983.0417,   5.80,   2.70
735983.0833,   5.80,   2.60
735983.1250,   5.20,   2.70
735983.1667,   4.50,   2.70
735983.2083,   3.30,   2.70
735983.2500,   2.60,   2.70
735983.2917,   2.30,   2.70
735983.3333,   1.70,   2.70
735983.3750,   1.50,   2.70
735983.4167,   1.50,   2.70
735983.4583,   1.90,   2.90
735983.5000,   1.90,   3.00
735983.5417,   2.40,   3.20
735983.5833,   3.10,   3.20
735983.6250,   4.50,   3.20
735983.6667,   5.90,   3.40
735983.7083,   6.60,   3.40
735983.7500,   7.20,   3.50
735983.7917,   6.70,   3.60
735983.8333,   6.90,   3.60
735983.8750,   6.40,   3.60
735983.9167,   5.80,   3.60
735983.9583,   5.20,   3.60
735984.0000,   4.70,   3.70
735984.0417,   4.70,   3.70
735984.0833,   5.10,   3.70
735984.1250,   4.40,   3.70
735984.1667,   3.70,   3.60
735984.2083,   3.00,   3.60
735984.2500,   3.30,   3.60
735984.2917,   3.20,   3.60
735984.3333,   2.50,   3.60
735984.3750,   2.10,   3.40
735984.4167,   2.40,   3.40
735984.4583,   2.50,   3.40
735984.5000,   1.90,   3.40
735984.5417,   4.00,   3.30
735984.5833,   3.90,   3.30
735984.6250,   5.80,   3.30
735984.6667,   5.60,   3.30
735984.7083,   3.70,   3.40
735984.7500,   4.90,   3.70
735984.7917,   3.90,   3.60
735984.8333,   4.70,   3.70
735984.8750,   4.60,   3.70
735984.9167,   4.80,   3.60
735984.9583,   6.20,   3.70
735985.0000,   5.80,   3.70
735985.0417,   5.60,   3.80
735985.0833,   4.00,   3.90
735985.1250,   3.60,   3.60
735985.1667,   3.00,   3.70
735985.2083,   2.60,   3.70
735985.2500,   1.90,   3.70
735985.2917,   1.10,   3.50
735985.3333,   0.20,   3.60
735985.3750,  -0.10,   3.40
735985.4167,  -0.50,   3.50
735985.4583,  -0.90,   3.50
735985.5000,  -1.50,   3.50
735985.5417,  -1.70,   3.50
735985.5833,  -1.90,   3.70
735985.6250,  -0.20,   3.60
735985.6667,   1.40,   3.40
735985.7083,   2.10,   3.40
735985.7500,   2.10,   3.50
735985.7917,   2.50,   3.50
735985.8333,   1.30,   3.50
735985.8750,   0.00,   3.40
735985.9167,  -0.20,   3.50
735985.9583,  -0.40,   3.50
735986.0000,  -0.70,   3.30
735986.0417,  -0.60,   3.20
735986.0833,  -0.40,   3.20
735986.1250,  -0.30,   3.10
735986.1667,  -0.40,   3.00
735986.2083,  -0.40,   3.10
735986.2500,  -0.60,   3.20
735986.2917,  -0.80,   3.20
735986.3333,  -0.60,   3.20
735986.3750,  -1.10,   3.20
735986.4167,  -1.10,   3.20
735986.4583,  -0.90,   3.00
735986.5000,  -0.90,   2.90
735986.5417,  -1.10,   2.90
735986.5833,  -0.70,   2.80
735986.6250,  -0.10,   2.90
735986.6667,   0.10,   2.90
735986.7083,   0.30,   2.90
735986.7500,   1.10,   3.00
735986.7917,   0.60,   3.00
735986.8333,   1.00,   3.00
735986.8750,   1.30,   3.10
735986.9167,   1.60,   3.10
735986.9583,   1.50,   3.10
735987.0000,   1.80,   3.10
735987.0417,   2.10,   3.10
735987.0833,   1.90,   3.10
735987.1250,   1.90,   3.20
735987.1667,   1.60,   3.30
735987.2083,   1.30,   3.20
735987.2500,   0.70,   3.10
735987.2917,   0.00,   3.10
735987.3333,  -0.20,   3.00
735987.3750,  -0.90,   3.20
735987.4167,  -1.00,   3.00
735987.4583,  -1.50,   3.00
735987.5000,  -1.80,   2.80
735987.5417,  -0.90,   2.70
735987.5833,  -0.90,   2.70
735987.6250,  -0.50,   2.70
735987.6667,   0.10,   2.70
735987.7083,   1.00,   2.70
735987.7500,   0.70,   2.80
735987.7917,   1.10,   3.10
735987.8333,   1.60,   3.00
735987.8750,   1.70,   3.00
735987.9167,   2.20,   3.20
735987.9583,   2.30,   3.30
735988.0000,   2.70,   3.40
735988.0417,   3.10,   3.40
735988.0833,   2.90,   3.40
735988.1250,   2.90,   3.40
735988.1667,   2.50,   3.30
735988.2083,   2.40,   3.40
735988.2500,   2.30,   3.30
735988.2917,   2.20,   3.30
735988.3333,   2.10,   3.30
735988.3750,   2.40,   3.30
735988.4167,   2.70,   3.30
735988.4583,   2.60,   3.20
735988.5000,   3.30,   3.20
735988.5417,   3.40,   3.20
735988.5833,   3.40,   3.30
735988.6250,   3.00,   3.30
735988.6667,   2.40,   3.30
735988.7083,   2.60,   3.40
735988.7500,   2.60,   3.40
735988.7917,   3.30,   3.40
735988.8333,   2.80,   3.40
735988.8750,   2.90,   3.40
735988.9167,   3.10,   3.30
735988.9583,   3.10,   3.30
735989.0000,   2.70,   3.40
735989.0417,   2.20,   3.30
735989.0833,   2.00,   3.30
735989.1250,   1.90,   3.30
735989.1667,   1.90,   3.30
735989.2083,   1.70,   3.20
735989.2500,   1.30,   3.20
735989.2917,   1.10,   3.20
735989.3333,   1.30,   3.20
735989.3750,   1.10,   3.20
735989.4167,   1.40,   3.20
735989.4583,   1.20,   3.10
735989.5000,   1.90,   3.10
735989.5417,   2.20,   3.10
735989.5833,   3.30,   3.10
735989.6250,   5.40,   3.10
735989.6667,   6.70,   3.10
735989.7083,   7.70,   3.20
735989.7500,   8.10,   3.30
735989.7917,   8.90,   3.40
735989.8333,   8.90,   3.50
735989.8750,   8.60,   3.50
735989.9167,   6.00,   3.50
735989.9583,   6.30,   3.50
735990.0000,   5.00,   3.50
735990.0417,   6.30,   3.50
735990.0833,   5.60,   3.50
735990.1250,   5.60,   3.50
735990.1667,   3.80,   3.50
735990.2083,   3.70,   3.50
735990.2500,   3.00,   3.50
735990.2917,   2.20,   3.50
735990.3333,   2.30,   3.50
735990.3750,   2.90,   3.50
735990.4167,   1.80,   3.40
735990.4583,   0.90,   3.40
735990.5000,   1.70,   3.30
735990.5417,   2.40,   3.20
735990.5833,   2.80,   3.30
735990.6250,   3.40,   3.30
735990.6667,   3.90,   3.30
735990.7083,   3.70,   3.30
735990.7500,   3.70,   3.30
735990.7917,   3.20,   3.20
735990.8333,   2.70,   3.20
735990.8750,   1.30,   3.20
735990.9167,   0.90,   3.20
735990.9583,   1.60,   3.20
735991.0000,   1.10,   3.10
735991.0417,   0.90,   3.20
735991.0833,   0.10,   3.40
735991.1250,  -0.40,   3.50
735991.1667,  -1.10,   3.40
735991.2083,  -1.80,   3.30
735991.2500,  -2.40,   3.30
735991.2917,  -2.80,   3.20
735991.3333,  -3.40,   3.10
735991.3750,  -3.90,   3.10
735991.4167,  -4.40,   3.00
735991.4583,  -4.60,   2.90
735991.5000,  -4.70,   2.80
735991.5417,  -4.60,   2.70
735991.5833,  -3.90,   2.30
735991.6250,  -3.40,   2.90
735991.6667,  -2.60,   3.10
735991.7083,  -1.50,   3.30
735991.7500,  -1.20,   3.30
735991.7917,  -0.90,   3.30
735991.8333,   0.30,   3.40
735991.8750,  -0.10,   3.20
735991.9167,  -0.30,   3.00
735991.9583,  -0.40,   3.00
735992.0000,  -0.70,   3.00
735992.0417,  -1.20,   3.10
735992.0833,  -1.80,   3.00
735992.1250,  -2.50,   3.20
735992.1667,  -3.50,   3.00
735992.2083,  -4.70,   3.00
735992.2500,  -5.70,   3.00
735992.2917,  -6.30,   3.10
735992.3333,  -6.50,   3.10
735992.3750,  -6.60,   3.00
735992.4167,  -6.90,   3.00
735992.4583,  -6.90,   3.00
735992.5000,  -6.70,   3.00
735992.5417,  -6.00,   2.90
735992.5833,  -4.80,   2.90
735992.6250,  -3.70,   2.80
735992.6667,  -2.30,   2.70
735992.7083,  -1.60,   2.60
735992.7500,  -0.50,   2.60
735992.7917,   0.50,   2.70
735992.8333,   0.80,   2.70
735992.8750,   0.60,   2.80
735992.9167,   0.00,   2.70
735992.9583,  -0.60,   2.60
735993.0000,  -1.10,   2.70
735993.0417,  -1.40,   2.70
735993.0833,  -1.70,   2.70
735993.1250,  -1.70,   2.70
735993.1667,  -2.50,   2.60
735993.2083,  -2.90,   2.50
735993.2500,  -3.20,   2.40
735993.2917,  -3.30,   2.20
735993.3333,  -4.30,   2.20
735993.3750,  -4.50,   2.20
735993.4167,  -4.50,   2.10
735993.4583,  -5.00,   2.10
735993.5000,  -5.30,   2.10
735993.5417,  -4.40,   2.10
735993.5833,  -4.30,   2.10
735993.6250,  -2.80,   2.10
735993.6667,  -2.40,   2.00
735993.7083,  -2.20,   2.10
735993.7500,  -1.30,   1.80
735993.7917,  -0.20,   1.80
735993.8333,  -0.50,   1.80
735993.8750,  -0.10,   1.90
735993.9167,   0.70,   2.10
735993.9583,   1.70,   2.20
735994.0000,   2.20,   2.20
735994.0417,   2.70,   2.20
735994.0833,   2.60,   2.10
735994.1250,   2.50,   1.80
735994.1667,   2.80,   1.90
735994.2083,   3.10,   1.90
735994.2500,   3.50,   2.00
735994.2917,   3.80,   2.10
735994.3333,   3.80,   2.10
735994.3750,   3.70,   2.20
735994.4167,   3.00,   2.30
735994.4583,   2.10,   2.40
735994.5000,   1.50,   2.40
735994.5417,   1.60,   2.40
735994.5833,   1.90,   2.40
735994.6250,   3.10,   2.40
735994.6667,   3.40,   2.40
735994.7083,   3.80,   2.50
735994.7500,   3.80,   2.50
735994.7917,   4.10,   2.50
735994.8333,   3.90,   2.50
735994.8750,   3.80,   2.60
735994.9167,   2.30,   2.60
735994.9583,   1.00,   2.60
735995.0000,   0.40,   2.60
735995.0417,  -0.20,   2.50
735995.0833,  -1.70,   2.50
735995.1250,  -2.90,   2.40
735995.1667,  -3.90,   2.30
735995.2083,  -5.30,   2.10
735995.2500,  -6.40,   2.00
735995.2917,  -7.10,   1.90
735995.3333,  -7.80,   1.80
735995.3750,  -8.40,   1.50
735995.4167,  -8.80,   1.70
735995.4583,  -9.20,   1.50
735995.5000,  -9.20,   1.30
735995.5417,  -8.60,   1.20
735995.5833,  -7.50,   0.90
735995.6250,  -6.70,   1.00
735995.6667,  -5.80,   1.00
735995.7083,  -4.50,   1.20
735995.7500,  -3.50,   1.10
735995.7917,  -2.40,   1.30
735995.8333,  -1.80,   1.50
735995.8750,  -2.00,   1.60
735995.9167,  -2.70,   1.60
735995.9583,  -3.20,   1.60
735996.0000,  -3.50,   1.60
735996.0417,  -3.60,   1.50
735996.0833,  -3.80,   1.50
735996.1250,  -4.00,   1.60
735996.1667,  -4.10,   1.70
735996.2083,  -3.90,   1.80
735996.2500,  -3.90,   1.80
735996.2917,  -4.00,   1.10
735996.3333,  -3.80,   1.60
735996.3750,  -3.80,   1.50
735996.4167,  -3.90,   1.40
735996.4583,  -3.20,   1.40
735996.5000,  -3.00,   1.60
735996.5417,  -2.10,   1.10
735996.5833,  -1.50,   0.80
735996.6250,  -0.40,   0.90
735996.6667,   1.10,   1.20
735996.7083,   1.10,   1.30
735996.7500,   2.00,   1.60
735996.7917,   1.60,   1.80
735996.8333,   1.60,   1.90
735996.8750,   1.90,   1.90
735996.9167,   1.90,   1.90
735996.9583,   2.20,   1.90
735997.0000,   2.40,   1.90
735997.0417,   2.50,   1.90
735997.0833,   2.60,   2.00
735997.1250,   2.70,   1.90
735997.1667,   3.00,   1.90
735997.2083,   3.70,   2.00
735997.2500,   4.30,   2.20
735997.2917,   4.20,   2.10
735997.3333,   4.80,   2.10
735997.3750,   6.10,   2.10
735997.4167,   6.90,   2.20
735997.4583,   6.30,   2.30
735997.5000,   6.40,   2.30
735997.5417,   6.60,   2.50
735997.5833,   6.10,   2.70
735997.6250,   6.60,   2.70
735997.6667,   6.10,   2.80
735997.7083,   7.40,   3.00
735997.7500,   5.80,   3.10
735997.7917,   4.90,   3.00
735997.8333,   4.30,   3.00
735997.8750,   4.10,   3.00
